url,name,price,com_price,com_quantity,com_unit,timestamp
https://api.pcexpress.ca/pcx-bff/api/v1/products/20747774_KG?lang=en&date=12042025&pickupType=STORE&storeId=7411&banner=nofrills,Tip Roast Sirloin,26.27,2.643,100,g,2025-04-12T16:32:12.060Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/21029930_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,Organics Dark Roast Single Serve Coffee Pods,9,0.75,1,ea,2025-04-12T16:32:17.883Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/20129539_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,"Crabmeat, Chunk",7.49,6.24,100,g,2025-04-12T16:32:23.396Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/20081165_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,"Mini Eggs, Easter Chocolatey Candy",12.49,3.12,100,g,2025-04-12T16:32:29.101Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/21381581_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,Guacamole Crunch Chopped Salad Kit,5.99,1.88,100,g,2025-04-12T16:32:35.288Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/20719518_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,"COLLECTION Eggs, Hazelnut Milk Chocolate, Creamy Hazelnut Filling, 10 Chocolates",3.99,3.99,100,g,2025-04-12T16:32:41.579Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/20133614_KG?lang=en&date=12042025&pickupType=STORE&storeId=7411&banner=nofrills,Grade A Fresh Turkey 11 Kg and Up,77.4,0.615,100,g,2025-04-12T16:32:47.272Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/21106233_C06?lang=en&date=12042025&pickupType=STORE&storeId=7411&banner=nofrills,"Zero Sugar Soda, Cola",7,0.35,100,ml,2025-04-12T16:32:52.990Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/21629531_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,Salsa Cheese Dip,4.99,1.25,100,ml,2025-04-12T16:32:58.622Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/21001575_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,Tricolour Rotini Pasta,2.49,0.55,100,g,2025-04-12T16:33:04.819Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/20708540_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,Belle Crème Triple Cream Cheese,4,3.2,100,g,2025-04-12T16:33:10.531Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/20304672001_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,Large Marshmallows,2.99,0.75,100,g,2025-04-12T16:33:16.189Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/20707974_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,Rose Pasta Sauce,3,0.73,100,ml,2025-04-12T16:33:22.108Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/21179848_KG?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,"Steelhead Trout Fillet, Fresh",13.65,3.3049999999999997,100,g,2025-04-12T16:33:27.814Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/21609314_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,Milk Chocolate Hollow Bunny,3.99,3.99,100,g,2025-04-12T16:33:33.751Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/21289708_EA?lang=en&date=12042025&pickupType=STORE&storeId=7411&banner=nofrills,Gouda Cheese,6.79,1.7,100,g,2025-04-12T16:33:38.990Z
