url,name,price,com_price,com_quantity,com_unit,timestamp
https://api.pcexpress.ca/pcx-bff/api/v1/products/20126956_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,Puppy  Hollow Chocolate,9.99,3.33,100,g,2025-04-12T16:47:29.510Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/21334235_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,Easter Egg Henry,1.25,3.13,100,g,2025-04-12T16:47:35.628Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/20340143_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,Sugar Cones ,2.5,1.76,100,g,2025-04-12T16:47:41.287Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/20022784_KG?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,Side Rib,15.69,1.3199999999999998,100,g,2025-04-12T16:47:47.127Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/21580834_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,Walnut Halves & Pieces,3,1.88,100,g,2025-04-12T16:47:53.216Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/21040932_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,French Vanilla Milkshake,1.59,0.51,100,ml,2025-04-12T16:47:58.921Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/21123226_EA?lang=en&date=12042025&pickupType=STORE&storeId=7411&banner=nofrills,Rich And Creamy Hot Chocolate,22.99,1.35,100,g,2025-04-12T16:48:05.315Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/20103516_EA?lang=en&date=12042025&pickupType=STORE&storeId=7411&banner=nofrills,Chicken Bologna,2,0.533,100,g,2025-04-12T16:48:10.745Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/20896887_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,Evaporated Milk,1.75,0.49,100,ml,2025-04-12T16:48:16.648Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/20250536_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,Light Swiss Cheese Sliced 18% M.F. Club Size,15.99,3.2,100,g,2025-04-12T16:48:22.526Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/21061898_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,Banana Strawberry Juice Boxes ,5,0.25,100,ml,2025-04-12T16:48:28.330Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/20042132_KG?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,"Frozen Utility Turkey, 3-5kg",33.81,0.747,100,g,2025-04-12T16:48:33.775Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/21531404_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,Soft Sugar Cookies Vanilla Frosted,4,1.04,100,g,2025-04-12T16:48:39.287Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/20934878_EA?lang=en&date=12042025&pickupType=STORE&storeId=7411&banner=nofrills,"Mini Eggs, Easter Chocolatey Candy Eggs",1.25,3.79,100,g,2025-04-12T16:48:44.262Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/20568928_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,"Prime Boneless Skinless Chicken Breasts, Sliced ",13,13,1,ea,2025-04-12T16:48:49.922Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/20659079_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,Bread Original Swedish Style Light Rye,2.47,0.54,100,g,2025-04-12T16:48:55.364Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/21393210_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,Jute Leaves Dahon Ng Saluyot,2.29,1.01,100,g,2025-04-12T16:49:01.999Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/21594015_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,Beef Jerky Flamin' Hot Flavour Original,8.49,11.32,100,g,2025-04-12T16:49:07.654Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/20978831_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,Organics Rosemary Multigrain Flatbread Crackers,4.5,3.17,100,g,2025-04-12T16:49:13.025Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/20019340_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,Mix Max Snack Cakes   ,3.49,1,100,g,2025-04-12T16:49:18.517Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/20316019001_EA?lang=en&date=12042025&pickupType=STORE&storeId=7411&banner=nofrills,100% Pure Semi-Sweet Chocolate Baking Bar,6.79,3.02,100,g,2025-04-12T16:49:24.068Z
