url,name,price,com_price,com_quantity,com_unit,timestamp
https://api.pcexpress.ca/pcx-bff/api/v1/products/20357632_KG?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,"Top Sirloin Steak, Club Pack",46.01,3.8340000000000005,100,g,2025-04-12T16:51:00.144Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/21454211_EA?lang=en&date=12042025&pickupType=STORE&storeId=7411&banner=nofrills,"Chicken Stix, Fully Cooked",10.49,3.5,100,g,2025-04-12T16:51:06.748Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/21045602_EA?lang=en&date=12042025&pickupType=STORE&storeId=7411&banner=nofrills,Merlot Dealcoholized Wine,8.25,1.1,100,ml,2025-04-12T16:51:12.576Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/21357255_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,Vegetable Chips Sour Cream & Onion,3.79,2.69,100,g,2025-04-12T16:51:18.813Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/21596496_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,Sub Trio Slices Club Pack,11,1.83,100,g,2025-04-12T16:51:25.149Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/21427851_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,Herbal Tea Goodnight Blend,10.99,0.22,1,ea,2025-04-12T16:51:30.970Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/20325814_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,Spring Herb Italian Vinaigrette,5.99,1.71,100,ml,2025-04-12T16:51:37.774Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/20314629002_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,"Whole Tomatoes, No Salt Added",2.5,0.31,100,ml,2025-04-12T16:51:44.041Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/21290613_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,Double Cheddar Shredded Cheese,8,2.5,100,g,2025-04-12T16:51:50.113Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/21364028_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,Oat Classic Granola,5.33,1.42,100,g,2025-04-12T16:51:56.180Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/20320167002_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,NESQUIK Chocolate Syrup,6,0.86,100,ml,2025-04-12T16:52:02.306Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/21082017_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,Pasta Penne Lisce No. 40,2.99,0.66,100,g,2025-04-12T16:52:08.172Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/21385413_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,Salmon Fillet In Extra Virgin Olive Oil,8.99,7.19,100,g,2025-04-12T16:52:13.904Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/21625042_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,Mini Eggs  Chocolatey Candy,18.99,2.17,100,g,2025-04-12T16:52:19.852Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/21291249_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,Extra Butter Flavour Purple Kernel Microwave Popcorn,6.49,0.79,100,g,2025-04-12T16:52:25.679Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/21545111_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,Ready to bake - All-Butter Croissants,6.5,2.08,100,g,2025-04-12T16:52:31.916Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/21608818_EA?lang=en&date=12042025&pickupType=STORE&storeId=7411&banner=nofrills,Smoked Black Forest Ham,11,1.83,100,g,2025-04-12T16:52:37.502Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/20889353001_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,Quinoa & Brown Rice Herb & Garlic,4.79,2.66,100,g,2025-04-12T16:52:43.140Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/20506849004_EA?lang=en&date=12042025&pickupType=STORE&storeId=7411&banner=nofrills,8-Vegetable Cocktail,3.5,0.19,100,ml,2025-04-12T16:52:48.965Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/21000963_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,Chopped Kale,3.29,0.66,100,g,2025-04-12T16:52:55.357Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/21395368_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,Chocolate Caramel Pecan Cluster New York-Style Cheesecake,11,1.83,100,g,2025-04-12T16:53:01.712Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/21528206_EA?lang=en&date=12042025&pickupType=STORE&storeId=7411&banner=nofrills,Chow Mein Noodles ,2.99,0.75,100,g,2025-04-12T16:53:08.088Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/20303261_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,The Decadent White Chocolate Chips,5.49,2.43,100,g,2025-04-12T16:53:14.356Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/20719518_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,"COLLECTION Eggs, Hazelnut Milk Chocolate, Creamy Hazelnut Filling, 10 Chocolates",3.99,3.99,100,g,2025-04-12T16:53:20.708Z
https://api.pcexpress.ca/pcx-bff/api/v1/products/20527710_EA?lang=en&date=12042025&pickupType=STORE&storeId=3640&banner=nofrills,Savory Stuffed Turkey,8.99,1.98,100,g,2025-04-12T16:53:26.571Z
